,Unnamed: 0,Unnamed: 0.1,Team,Game,Date,Home,Opponent,WINorLOSS,Points,Opp.Points,FieldGoals,FieldGoalsAttempted,FieldGoals.,3PointShots,3PointShotsAttempted,3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls,date,Points-Differential,FieldGoals-Differential,FieldGoalsAttempted-Differential,FieldGoals.-Differential,3PointShots-Differential,3PointShotsAttempted-Differential,3PointShots.-Differential,FreeThrows-Differential,FreeThrowsAttempted-Differential,FreeThrows.-Differential,OffRebounds-Differential,TotalRebounds-Differential,Assists-Differential,Steals-Differential,Blocks-Differential,Turnovers-Differential,TotalFouls-Differential
24,24,25,ATL,25,2014-12-17,Away,CLE,W,127,98,49,76,0.645,16,28,0.5710000000000001,13,16,0.813,6,40,36,3,5,9,17,37,82,0.451,8,30,0.267,16,21,0.762,10,33,24,3,0,8,17,2014-12-17,29,12,-6,0.194,8,-2,0.30400000000000005,-3,-5,0.050999999999999934,-4,7,12,0,5,1,0
25,25,26,ATL,26,2014-12-20,Away,HOU,W,104,97,38,74,0.514,10,26,0.385,18,24,0.75,4,37,26,7,9,15,15,34,86,0.395,15,43,0.349,14,18,0.778,15,43,27,8,4,16,25,2014-12-20,7,4,-12,0.119,-5,-17,0.03600000000000003,4,6,-0.028000000000000025,-11,-6,-1,-1,5,-1,-10
26,26,27,ATL,27,2014-12-22,Away,DAL,W,105,102,40,81,0.494,7,19,0.368,18,27,0.667,6,43,26,6,6,17,21,39,90,0.433,11,28,0.393,13,20,0.65,13,47,23,12,5,15,23,2014-12-22,3,1,-9,0.061,-4,-9,-0.025000000000000022,5,7,0.017000000000000015,-7,-4,3,-6,1,2,-2
27,27,28,ATL,28,2014-12-23,Home,LAC,W,107,104,34,76,0.447,12,23,0.522,27,35,0.7709999999999999,9,43,28,6,3,14,21,37,92,0.402,11,29,0.379,19,28,0.679,16,51,26,10,5,10,23,2014-12-23,3,-3,-16,0.044999999999999984,1,-6,0.14300000000000002,8,7,0.09199999999999986,-7,-8,2,-4,-2,4,-2
28,28,29,ATL,29,2014-12-26,Home,MIL,L,77,107,31,76,0.408,4,23,0.174,11,14,0.7859999999999999,8,38,20,8,4,22,19,40,79,0.506,8,19,0.421,19,23,0.826,6,40,28,15,6,15,19,2014-12-26,-30,-9,-3,-0.09800000000000003,-4,4,-0.247,-8,-9,-0.040000000000000036,2,-2,-8,-7,-2,7,0
29,29,30,ATL,30,2014-12-27,Away,MIL,W,90,85,33,90,0.3670000000000001,9,29,0.31,15,19,0.789,17,51,25,9,4,11,17,31,80,0.388,12,30,0.4,11,14,0.7859999999999999,13,47,21,5,10,19,18,2014-12-27,5,2,10,-0.020999999999999908,-3,-1,-0.09000000000000002,4,5,0.0030000000000001137,4,4,4,4,-6,-8,-1
30,30,31,ATL,31,2014-12-30,Home,CLE,W,109,101,40,79,0.506,10,29,0.345,19,26,0.731,7,44,23,13,5,15,19,37,84,0.44,13,31,0.419,14,21,0.667,11,42,23,10,2,18,24,2014-12-30,8,3,-5,0.066,-3,-2,-0.07400000000000001,5,5,0.06399999999999995,-4,2,0,3,3,-3,-5
31,31,32,ATL,32,2015-01-02,Away,UTA,W,98,92,33,81,0.407,6,23,0.261,26,30,0.867,11,47,24,9,3,10,17,32,86,0.3720000000000001,10,31,0.32299999999999995,18,24,0.75,17,47,18,6,9,14,18,2015-01-02,6,1,-5,0.034999999999999865,-4,-8,-0.061999999999999944,8,6,0.11699999999999999,-6,0,6,3,-6,-4,-1
32,32,33,ATL,33,2015-01-03,Away,POR,W,115,107,43,84,0.512,6,17,0.353,23,31,0.742,10,46,17,9,5,14,15,42,93,0.452,13,33,0.394,10,12,0.833,11,44,24,6,7,18,23,2015-01-03,8,1,-9,0.06,-7,-16,-0.041000000000000036,13,19,-0.09099999999999997,-1,2,-7,3,-2,-4,-8
33,33,34,ATL,34,2015-01-05,Away,LAC,W,107,98,36,81,0.444,13,27,0.481,22,33,0.667,7,41,25,13,2,12,23,33,74,0.446,7,25,0.28,25,33,0.758,8,45,23,5,5,21,25,2015-01-05,9,3,7,-0.0020000000000000018,6,2,0.20099999999999996,-3,0,-0.09099999999999997,-1,-4,2,8,-3,-9,-2
34,34,35,ATL,35,2015-01-07,Home,MEM,W,96,86,32,72,0.444,13,25,0.52,19,23,0.826,8,37,21,17,4,17,15,35,79,0.443,5,17,0.294,11,11,1.0,8,39,20,10,4,21,21,2015-01-07,10,-3,-7,0.0010000000000000009,8,8,0.22600000000000003,8,12,-0.17400000000000004,0,-2,1,7,0,-4,-6
35,35,36,ATL,36,2015-01-09,Away,DET,W,106,103,40,82,0.488,10,23,0.435,16,24,0.667,6,49,27,3,3,14,13,38,96,0.396,13,43,0.302,14,18,0.778,11,46,24,9,3,7,19,2015-01-09,3,2,-14,0.09199999999999997,-3,-20,0.133,2,6,-0.11099999999999999,-5,3,3,-6,0,7,-6
36,36,37,ATL,37,2015-01-11,Home,WAS,W,120,89,42,89,0.472,16,31,0.516,20,24,0.833,13,42,34,14,3,8,15,36,76,0.474,5,20,0.25,12,15,0.8,8,39,25,5,7,19,16,2015-01-11,31,6,13,-0.0020000000000000018,11,11,0.266,8,9,0.03299999999999992,5,3,9,9,-4,-11,-1
37,37,38,ATL,38,2015-01-13,Away,PHI,W,105,87,42,87,0.483,12,23,0.522,9,16,0.563,15,47,34,6,3,16,17,31,76,0.408,9,25,0.36,16,25,0.64,12,35,20,8,6,18,22,2015-01-13,18,11,11,0.07500000000000001,3,-2,0.16200000000000003,-7,-9,-0.07700000000000007,3,12,14,-2,-3,-2,-5
38,38,39,ATL,39,2015-01-14,Away,BOS,W,105,91,36,73,0.493,10,29,0.345,23,27,0.852,6,35,23,13,7,12,12,34,83,0.41,11,33,0.333,12,14,0.857,13,40,22,5,2,16,23,2015-01-14,14,2,-10,0.08300000000000002,-1,-4,0.011999999999999955,11,13,-0.0050000000000000044,-7,-5,1,8,5,-4,-11
39,39,40,ATL,40,2015-01-16,Away,TOR,W,110,89,42,69,0.609,12,23,0.522,14,16,0.875,4,32,30,7,6,17,17,35,82,0.4270000000000001,6,25,0.24,13,17,0.765,12,35,20,7,3,17,16,2015-01-16,21,7,-13,0.18199999999999988,6,-2,0.28200000000000003,1,-1,0.10999999999999999,-8,-3,10,0,3,0,1
40,40,41,ATL,41,2015-01-17,Away,CHI,W,107,99,40,84,0.476,11,26,0.423,16,21,0.762,9,40,31,10,7,9,19,37,80,0.463,9,26,0.34600000000000003,16,20,0.8,7,43,25,5,5,13,21,2015-01-17,8,3,4,0.012999999999999956,2,0,0.07699999999999996,0,1,-0.038000000000000034,2,-3,6,5,2,-4,-2
41,41,42,ATL,42,2015-01-19,Home,DET,W,93,82,37,84,0.44,9,30,0.3,10,14,0.7140000000000001,5,42,31,8,1,10,19,29,82,0.354,9,35,0.257,15,26,0.5770000000000001,20,61,17,6,2,18,17,2015-01-19,11,8,2,0.08600000000000002,0,-5,0.04299999999999998,-5,-12,0.137,-15,-19,14,2,-1,-8,2
42,42,43,ATL,43,2015-01-21,Home,IND,W,110,91,39,78,0.5,13,29,0.448,19,26,0.731,9,43,30,12,3,16,23,31,78,0.397,5,25,0.2,24,26,0.923,10,42,22,7,2,18,21,2015-01-21,19,8,0,0.10299999999999998,8,4,0.248,-5,0,-0.19200000000000006,-1,1,8,5,1,-2,2
43,43,44,ATL,44,2015-01-23,Home,OKC,W,103,93,40,83,0.482,10,25,0.4,13,13,1.0,10,47,27,6,5,16,13,36,87,0.414,10,26,0.385,11,18,0.611,9,36,23,11,7,11,16,2015-01-23,10,4,-4,0.068,0,-1,0.015000000000000013,2,-5,0.389,1,11,4,-5,-2,5,-3
44,44,45,ATL,45,2015-01-25,Home,MIN,W,112,100,45,80,0.563,10,28,0.35700000000000004,12,18,0.667,8,29,30,8,5,10,20,37,71,0.521,6,16,0.375,20,25,0.8,11,37,24,4,2,13,18,2015-01-25,12,8,9,0.041999999999999926,4,12,-0.01799999999999996,-8,-7,-0.133,-3,-8,6,4,3,-3,2
45,45,46,ATL,46,2015-01-28,Home,BRK,W,113,102,38,82,0.463,12,33,0.364,25,26,0.962,12,45,29,4,4,11,18,39,87,0.448,9,24,0.375,15,18,0.833,9,35,26,6,5,8,20,2015-01-28,11,-1,-5,0.015000000000000013,3,9,-0.01100000000000001,10,8,0.129,3,10,3,-2,-1,3,-2
46,46,47,ATL,47,2015-01-30,Home,POR,W,105,99,40,84,0.476,11,23,0.478,14,22,0.636,7,42,26,12,4,13,17,39,87,0.448,11,30,0.3670000000000001,10,11,0.909,9,46,25,7,3,17,20,2015-01-30,6,1,-3,0.02799999999999997,0,-7,0.11099999999999988,4,11,-0.273,-2,-4,1,5,1,-4,-3
47,47,48,ATL,48,2015-01-31,Home,PHI,W,91,85,34,78,0.436,10,28,0.35700000000000004,13,18,0.722,8,44,20,6,5,12,16,31,81,0.383,14,35,0.4,9,15,0.6,10,44,21,7,4,14,26,2015-01-31,6,3,-3,0.05299999999999999,-4,-7,-0.04299999999999998,4,3,0.122,-2,0,-1,-1,1,-2,-10
48,48,49,ATL,49,2015-02-02,Away,NOP,L,100,115,40,89,0.449,7,22,0.318,13,17,0.765,9,32,19,6,3,6,15,43,86,0.5,9,23,0.391,20,23,0.87,17,52,30,5,10,13,15,2015-02-02,-15,-3,3,-0.05099999999999999,-2,-1,-0.07300000000000001,-7,-6,-0.10499999999999998,-8,-20,-11,1,-7,-7,0
49,49,50,ATL,50,2015-02-04,Home,WAS,W,105,96,38,80,0.475,11,25,0.44,18,27,0.667,9,46,24,7,2,14,22,34,77,0.442,4,16,0.25,24,30,0.8,5,41,19,7,2,12,24,2015-02-04,9,4,3,0.032999999999999974,7,9,0.19,-6,-3,-0.133,4,5,5,0,0,2,-2
50,50,51,ATL,51,2015-02-06,Home,GSW,W,124,116,38,77,0.494,15,27,0.556,33,37,0.892,4,38,28,13,4,13,19,47,103,0.456,12,33,0.364,10,15,0.667,19,51,31,7,7,14,24,2015-02-06,8,-9,-26,0.03799999999999998,3,-6,0.19200000000000006,23,22,0.22499999999999998,-15,-13,-3,6,-3,-1,-5
51,51,52,ATL,52,2015-02-08,Away,MEM,L,88,94,33,80,0.413,12,30,0.4,10,11,0.909,3,37,17,6,5,14,16,36,92,0.391,3,13,0.231,19,21,0.905,17,55,18,8,4,11,12,2015-02-08,-6,-3,-12,0.021999999999999964,9,17,0.169,-9,-10,0.0040000000000000036,-14,-18,-1,-2,1,3,4
52,52,53,ATL,53,2015-02-09,Away,MIN,W,117,105,44,86,0.512,10,21,0.476,19,20,0.95,10,36,26,14,6,10,21,42,93,0.452,5,16,0.313,16,22,0.727,23,50,24,6,8,16,19,2015-02-09,12,2,-7,0.06,5,5,0.16299999999999998,3,-2,0.22299999999999998,-13,-14,2,8,-2,-6,2
53,53,54,ATL,54,2015-02-11,Away,BOS,L,88,89,33,78,0.423,7,29,0.241,15,23,0.652,5,44,23,6,5,12,17,30,93,0.32299999999999995,10,31,0.32299999999999995,19,20,0.95,16,56,21,7,4,10,23,2015-02-11,-1,3,-15,0.10000000000000003,-3,-2,-0.08199999999999996,-4,3,-0.29799999999999993,-11,-12,2,-1,1,2,-6
54,54,55,ATL,55,2015-02-20,Home,TOR,L,80,105,29,88,0.33,8,38,0.211,14,21,0.667,17,52,19,6,8,22,10,43,96,0.448,13,30,0.433,6,8,0.75,15,52,27,15,9,13,20,2015-02-20,-25,-14,-8,-0.118,-5,8,-0.222,8,13,-0.08299999999999996,2,0,-8,-9,-1,9,-10
55,55,56,ATL,56,2015-02-22,Away,MIL,W,97,86,35,87,0.402,9,30,0.3,18,21,0.857,16,43,23,10,7,20,17,32,72,0.444,4,16,0.25,18,18,1.0,8,38,19,10,7,24,24,2015-02-22,11,3,15,-0.04199999999999998,5,14,0.04999999999999999,0,3,-0.14300000000000002,8,5,4,0,0,-4,-7
56,56,57,ATL,57,2015-02-25,Home,DAL,W,104,87,39,85,0.459,13,35,0.371,13,16,0.813,10,41,28,7,2,11,18,34,80,0.425,5,31,0.161,14,18,0.778,13,44,20,0,3,15,18,2015-02-25,17,5,5,0.03400000000000003,8,4,0.21,-1,-2,0.03499999999999992,-3,-3,8,7,-1,-4,0
57,57,58,ATL,58,2015-02-27,Home,ORL,W,95,88,36,81,0.444,14,31,0.452,9,12,0.75,11,42,27,11,5,18,12,36,80,0.45,9,26,0.34600000000000003,7,13,0.5379999999999999,10,40,22,10,7,17,17,2015-02-27,7,0,1,-0.006000000000000005,5,5,0.10599999999999998,2,-1,0.21200000000000008,1,2,5,1,-2,1,-5
58,58,59,ATL,59,2015-02-28,Away,MIA,W,93,91,34,79,0.43,10,25,0.4,15,20,0.75,8,37,23,12,5,18,19,32,81,0.395,7,26,0.269,20,21,0.952,14,47,17,12,3,23,16,2015-02-28,2,2,-2,0.034999999999999976,3,-1,0.131,-5,-1,-0.20199999999999996,-6,-10,6,0,2,-5,3
59,59,60,ATL,60,2015-03-03,Home,HOU,W,104,96,39,86,0.453,8,29,0.276,18,21,0.857,9,49,23,3,6,15,13,39,90,0.433,14,41,0.341,4,9,0.444,8,41,30,6,6,12,21,2015-03-03,8,0,-4,0.020000000000000018,-6,-12,-0.065,14,12,0.413,1,8,-7,-3,0,3,-8
60,60,61,ATL,61,2015-03-06,Home,CLE,W,106,97,43,84,0.512,6,21,0.28600000000000003,14,17,0.8240000000000001,11,38,27,10,4,12,22,29,69,0.42,13,38,0.342,26,33,0.7879999999999999,10,37,18,7,6,17,14,2015-03-06,9,14,15,0.09200000000000003,-7,-17,-0.055999999999999994,-12,-16,0.03600000000000014,1,1,9,3,-2,-5,8
61,61,62,ATL,62,2015-03-07,Away,PHI,L,84,92,30,77,0.39,11,25,0.44,13,16,0.813,5,42,20,8,9,19,14,35,95,0.368,13,37,0.35100000000000003,9,17,0.529,17,55,24,14,3,16,12,2015-03-07,-8,-5,-18,0.02200000000000002,-2,-12,0.08899999999999997,4,-1,0.2839999999999999,-12,-13,-4,-6,6,3,2
62,62,63,ATL,63,2015-03-09,Home,SAC,W,130,105,53,88,0.602,20,36,0.556,4,7,0.5710000000000001,10,33,42,8,6,13,18,39,81,0.481,8,20,0.4,19,20,0.95,16,40,21,10,2,16,12,2015-03-09,25,14,7,0.121,12,16,0.15600000000000003,-15,-13,-0.3789999999999999,-6,-7,21,-2,4,-3,6
63,63,64,ATL,64,2015-03-11,Away,DEN,L,102,115,34,81,0.42,9,27,0.333,25,27,0.926,8,32,18,11,3,17,18,42,84,0.5,13,31,0.419,18,20,0.9,11,44,28,8,9,19,20,2015-03-11,-13,-8,-3,-0.08000000000000002,-4,-4,-0.08599999999999997,7,7,0.026000000000000023,-3,-12,-10,3,-6,-2,-2
64,64,65,ATL,65,2015-03-13,Away,PHO,W,96,87,39,83,0.47,8,18,0.444,10,12,0.833,7,38,22,11,6,11,20,32,78,0.41,10,26,0.385,13,21,0.619,11,45,19,7,6,18,14,2015-03-13,9,7,5,0.06,-2,-8,0.059,-3,-9,0.21399999999999997,-4,-7,3,4,0,-7,6
65,65,66,ATL,66,2015-03-15,Away,LAL,W,91,86,34,76,0.447,5,23,0.217,18,27,0.667,7,34,25,9,6,10,14,34,85,0.4,7,18,0.389,11,15,0.733,19,54,21,6,4,21,22,2015-03-15,5,0,-9,0.046999999999999986,-2,5,-0.17200000000000001,7,12,-0.06599999999999995,-12,-20,4,3,2,-11,-8
66,66,67,ATL,67,2015-03-16,Away,SAC,W,110,103,38,84,0.452,12,31,0.387,22,30,0.733,9,39,25,11,5,12,24,38,81,0.469,7,20,0.35,20,25,0.8,9,45,23,7,5,20,29,2015-03-16,7,0,3,-0.01699999999999996,5,11,0.03700000000000003,2,5,-0.06700000000000006,0,-6,2,4,0,-8,-5
67,67,68,ATL,68,2015-03-18,Away,GSW,L,95,114,31,87,0.35600000000000004,8,22,0.364,25,30,0.833,15,44,24,14,4,15,20,44,84,0.524,14,30,0.467,12,20,0.6,10,44,39,8,7,18,23,2015-03-18,-19,-13,3,-0.16799999999999998,-6,-8,-0.10300000000000004,13,10,0.23299999999999998,5,0,-15,6,-3,-3,-3
68,68,69,ATL,69,2015-03-20,Away,OKC,L,115,123,41,82,0.5,13,29,0.448,20,25,0.8,7,34,20,9,4,11,16,43,84,0.512,13,30,0.433,24,26,0.923,10,44,26,6,6,12,19,2015-03-20,-8,-2,-2,-0.01200000000000001,0,-1,0.015000000000000013,-4,-1,-0.123,-3,-10,-6,3,-2,-1,-3
69,69,70,ATL,70,2015-03-22,Home,SAS,L,95,114,38,80,0.475,12,24,0.5,7,7,1.0,6,29,25,13,2,18,15,46,82,0.561,7,17,0.412,15,17,0.882,10,43,30,8,4,16,14,2015-03-22,-19,-8,-2,-0.08600000000000008,5,7,0.08800000000000002,-8,-10,0.118,-4,-14,-5,5,-2,2,1
70,70,71,ATL,71,2015-03-25,Away,ORL,W,95,83,39,90,0.433,10,31,0.32299999999999995,7,10,0.7,12,45,21,9,8,13,17,32,78,0.41,3,16,0.188,16,20,0.8,10,42,19,7,3,17,14,2015-03-25,12,7,12,0.02300000000000002,7,15,0.13499999999999995,-9,-10,-0.10000000000000009,2,3,2,2,5,-4,3
71,71,72,ATL,72,2015-03-27,Home,MIA,W,99,86,37,72,0.514,6,18,0.333,19,24,0.792,5,38,31,12,4,16,13,32,82,0.39,11,35,0.314,11,15,0.733,11,41,20,9,6,18,20,2015-03-27,13,5,-10,0.124,-5,-17,0.019000000000000017,8,9,0.05900000000000005,-6,-3,11,3,-2,-2,-7
